edu_id,profile_id,school,degree,field_of_study,start_date,end_date,grade,activities_societies,description,raw_text,sort_order
13526d58-f9fe-46c0-8a3f-b2d4f266c735,665c216d-2be7-44fb-93f3-ebb348312ccf,University of Calgary,"Master of Arts - MA, Communication and Media Studies",,2020,2022,,,"Skills: Political Science, Data Analysis, +9 skills","University of Calgary Master of Arts - MA, Communication and Media Studies 2020 – 2022 Thesis exploring online Incel forums and their perpetuation of misogynistic extremist dialogues through imploring critical discourse analysis methods. Identifying and decoding implications of discursive persuasion that carry the risk of encouraging physical acts of domestic terrorism … more Skills: Political Science, Data Analysis, +9 skills",0
4f770a14-d2fc-4ed3-a8c1-0bdcbe3e9776,665c216d-2be7-44fb-93f3-ebb348312ccf,Carleton University,"Bachelor's degree, International/Global Affairs",,2016,2020,,,Specialized in global communications Honours research paper on the media portrayal of domestic vs. Foreign terrorist threats in North America,"Carleton University Bachelor's degree, International/Global Affairs 2016 – 2020 Specialized in global communications Honours research paper on the media portrayal of domestic vs. Foreign terrorist threats in North America Skills: Political Science, Research, +5 skills",1
b56163ba-c58b-4028-9052-f326f06032fe,be905b1e-163c-4cd9-b36b-a1bdd45d8abe,University of Calgary,"Master of Science - MS, Neuroscience",,Jan 2022,Dec 2026,,,,"University of Calgary Master of Science - MS, Neuroscience Jan 2022 – Dec 2026",0
eaadb5ba-04b2-407c-a9df-6ba710d8a27a,be905b1e-163c-4cd9-b36b-a1bdd45d8abe,Cumming School of Medicine,MSc Neuroscience,,Jan 2022,Present,,Hotchkiss Brain Institute Education Co-Director - Hotchkiss Brain Institute Trainee Organization Events Co-Coordinator - NeuroAlbertaTech,,Cumming School of Medicine MSc Neuroscience Jan 2022 – Present Activities and societies: Hotchkiss Brain Institute Education Co-Director - Hotchkiss Brain Institute Trainee Organization Events Co-Coordinator - NeuroAlbertaTech,1
a0166ad9-2c26-4004-9da8-da37def1da84,be905b1e-163c-4cd9-b36b-a1bdd45d8abe,University of Victoria,"Bachelor of Science (BS), Biochemistry",,2015,2020,,Directed study in the field of adult neurogenesis University of Victoria Global Medical Brigades,,"University of Victoria Bachelor of Science (BS), Biochemistry 2015 – 2020 Activities and societies: Directed study in the field of adult neurogenesis University of Victoria Global Medical Brigades",2
6fa94e0b-2a06-4f5a-812b-6232364d95ad,be905b1e-163c-4cd9-b36b-a1bdd45d8abe,Brentwood College School,High School Diploma,,2013,2015,,Varsity Rowing Team,,Brentwood College School High School Diploma 2013 – 2015 Activities and societies: Varsity Rowing Team,3
54268012-321a-4be8-b60f-9509616015af,8113edcb-7d34-4b96-ab2b-49f9e96ef448,UMass Chan Medical School,Early Relational Health,,Sep 2022,Apr 2023,,,,UMass Chan Medical School Early Relational Health Sep 2022 – Apr 2023,0
9ea51ae2-a8e3-443d-a867-8d6b1dba72eb,8113edcb-7d34-4b96-ab2b-49f9e96ef448,UC Davis Continuing and Professional Education,Infant Mental Health,,2015,2016,,,,UC Davis Continuing and Professional Education Infant Mental Health 2015 – 2016 Napa Infant Mental Health Fellowship,1
53efd62e-9331-404a-97d2-19c29fc76b91,8113edcb-7d34-4b96-ab2b-49f9e96ef448,Alliant International University-San Diego Campus,"Doctor of Philosophy - PhD, Master’s of Art, Clinical Psychology",,1990,1993,,,,"Alliant International University-San Diego Campus Doctor of Philosophy - PhD, Master’s of Art, Clinical Psychology 1990 – 1993",2
4399b05a-efc6-4a74-9b82-01df2b37ba68,8113edcb-7d34-4b96-ab2b-49f9e96ef448,Indiana University Bloomington,"Master of Science - MS, Educational Psychology",,1987,1988,,,,"Indiana University Bloomington Master of Science - MS, Educational Psychology 1987 – 1988",3
55e3b590-e754-4672-8adf-c7d628f421a1,8113edcb-7d34-4b96-ab2b-49f9e96ef448,University of Calgary,"Bachelor of Arts - BA, PSYCHOLOGY",,1983,1987,,,,"University of Calgary Bachelor of Arts - BA, PSYCHOLOGY 1983 – 1987",4
37769f63-f30e-45e8-8268-5d693fd57653,debe2b0f-74ba-4793-a0b1-8a7747df712d,University of Toronto,"Doctor of Philosophy - PhD, Medical Biophysics",,2015,2021,,,,"University of Toronto Doctor of Philosophy - PhD, Medical Biophysics 2015 – 2021 Queen's University Bachelor’s Degree, Engineering Physics 2011 – 2015",0
63c2163f-f006-416a-832b-567bb5d474d8,f2bce860-d825-41d4-84e5-2046a7322430,University of Calgary,"Master of Medical Science, Clinical Neuroscience",,Jan 2026,Jan 2028,,,,"University of Calgary Master of Medical Science, Clinical Neuroscience Jan 2026 – Jan 2028",0
f09246a1-fdf7-49ec-97bd-e8c619d37168,f2bce860-d825-41d4-84e5-2046a7322430,University of Calgary,"Bachelor of Science (Honours, First Class), Biology, Physics",,Sep 2022,Apr 2025,,,,"University of Calgary Bachelor of Science (Honours, First Class), Biology, Physics Sep 2022 – Apr 2025",1
3bfd69ba-0cff-4e51-a77c-dda473194f07,f2bce860-d825-41d4-84e5-2046a7322430,CFSC,Firearm Safety Training (PAL/RPAL),,Dec 2022,Jan 2023,,,,CFSC Firearm Safety Training (PAL/RPAL) Dec 2022 – Jan 2023,2
6189630f-06dd-4073-97fc-07ac26662912,f2bce860-d825-41d4-84e5-2046a7322430,The University of British Columbia,Bachelor of Science - BS,,Sep 2021,Apr 2022,,,,The University of British Columbia Bachelor of Science - BS Sep 2021 – Apr 2022 TRANSFER,3
604446ec-681b-4a66-a1d6-cf0fb4d5eca3,f2bce860-d825-41d4-84e5-2046a7322430,Canadian Flight Centre,PPL,,Jun 2020,Sep 2021,,,,Canadian Flight Centre PPL Jun 2020 – Sep 2021,4
47f7b3db-44e1-474b-8c01-37c4d346ce44,f2bce860-d825-41d4-84e5-2046a7322430,Johnston Heights Secondary School,High School Diploma,,Sep 2018,Jun 2021,,,,Johnston Heights Secondary School High School Diploma Sep 2018 – Jun 2021,5
da46d252-a603-41c4-8fcf-b9eea0d1b75e,f2bce860-d825-41d4-84e5-2046a7322430,Istituto Antonio Locatelli,"Liceo Scientifico (Aeronautico), Science and Aeronautics",,Sep 2017,Jul 2018,,,,"Istituto Antonio Locatelli Liceo Scientifico (Aeronautico), Science and Aeronautics Sep 2017 – Jul 2018",6
06370a85-2d13-431f-8d84-05c218fd607f,f2bce860-d825-41d4-84e5-2046a7322430,AHEIA,Alberta Hunter,,,,,,,AHEIA Alberta Hunter,7
14f4c912-0083-474d-850c-cfd9fb9676f7,ffb6f5ee-f522-4676-9d97-adc0167b07c5,University of Calgary,"Master of Science - MSc, Neuroscience",,Aug 2024,May 2026,,,,"University of Calgary Master of Science - MSc, Neuroscience Aug 2024 – May 2026 Queen's University Bachelor of Science - BSc Honours, Life Sciences Sep 2019 – May 2023",0
5eb92dca-0a92-45a4-a74b-0a3c3c650729,e08e3686-313b-4b16-a632-07ecfb926907,University of Calgary,"Bachelor of Science - BS, Kinesiology",,Sep 2022,Apr 2026,,,,"University of Calgary Bachelor of Science - BS, Kinesiology Sep 2022 – Apr 2026 Sir Winston Churchill High School High School Diploma",0
c3725afa-f667-4a98-a078-a6713bd148d6,c482b87a-e1fb-469c-bc13-0fe781d721cb,University of Havana,"Doctor of Philosophy - PhD, Bioinformatics; Neuroscience",,Jan 2018,Mar 2023,,,,"University of Havana Doctor of Philosophy - PhD, Bioinformatics; Neuroscience Jan 2018 – Mar 2023",0
5b4e59a1-6259-45a3-82a2-9495b58308f9,c482b87a-e1fb-469c-bc13-0fe781d721cb,University of Havana,"Master of Science - MS, Health/Medical Physics",,2017,2020,,,,"University of Havana Master of Science - MS, Health/Medical Physics 2017 – 2020",1
604ff125-bf55-411e-9164-98fc87a35dd1,c482b87a-e1fb-469c-bc13-0fe781d721cb,Higher Institute of Technologies and Applied Sciences,"Bachelor's degree, Nuclear Engineering",,2005,2010,,,,"Higher Institute of Technologies and Applied Sciences Bachelor's degree, Nuclear Engineering 2005 – 2010",2
4d5e3337-8bca-4277-82ae-aa09c41ea45d,0a1e9130-a8fc-485a-86f6-cf3bcf6abafe,University of Calgary,"Master of Science - MS, Biomedical/Medical Engineering",,Sep 2023,Present,,,,"University of Calgary Master of Science - MS, Biomedical/Medical Engineering Sep 2023 – Present University of Waterloo Bachelor of Science - BS, Chemical Physics 2017 – 2022",0
429a1df2-f459-4a5b-8f74-c11687e35cbd,46f9fd7a-681a-433b-9b1b-b1b97419df7f,Universidad Nacional Autónoma de México,"Master of Science, Medical Sciences (Neurology)",,2019,2020,,,http://www.facmed.unam.mx/ingles/maeydoc/unopmd-ingles.htm,"Universidad Nacional Autónoma de México Master of Science, Medical Sciences (Neurology) 2019 – 2020 http://www.facmed.unam.mx/ingles/maeydoc/unopmd-ingles.htm",0
0895693c-eebd-4c12-8ce4-2f427868a26a,46f9fd7a-681a-433b-9b1b-b1b97419df7f,Université de Bordeaux,"Euro-Mediterranean Master of Neuroscience (EMN-Online), Neurobiology & Biotechnology",,2018,2020,,,"This international Master program specializes in neurobiology and biotechnology, providing high-level, interdisciplinary neuroscience training with an emphasis on innovative e-learning methods. Teaching follows standards of excellence and is provided by international experts of the consortium. This consortium offers a large variety of top-level research labs for student training. In addition, consortium partners extend this offer with opportunities in their laboratories. Throughout their study and training, students develop connections and network across Europe and the Mediterranean region. … more","Université de Bordeaux Euro-Mediterranean Master of Neuroscience (EMN-Online), Neurobiology & Biotechnology 2018 – 2020 This international Master program specializes in neurobiology and biotechnology, providing high-level, interdisciplinary neuroscience training with an emphasis on innovative e-learning methods. Teaching follows standards of excellence and is provided by international experts of the consortium. This consortium offers a large variety of top-level research labs for student trainin",1
e81da8f9-c6f2-4c3d-ae8b-17d84be0c7f7,46f9fd7a-681a-433b-9b1b-b1b97419df7f,Universidad Nacional Autónoma de México,"Specialist, Adult Neurology",,2017,2020,,,"Certified by the Mexican Board of Neurology (2020-2025; 2025-2030). Verify at https://sistema.consejomexicanodeneurologia.org/nv, https://conacem.org.mx/.","Universidad Nacional Autónoma de México Specialist, Adult Neurology 2017 – 2020 Certified by the Mexican Board of Neurology (2020-2025; 2025-2030). Verify at https://sistema.consejomexicanodeneurologia.org/nv, https://conacem.org.mx/.",2
b2de147e-fd8f-4f59-b4c6-6b7275ae92b6,46f9fd7a-681a-433b-9b1b-b1b97419df7f,Universidad Autónoma de Nuevo León,"Specialist, Internal Medicine",,2013,2017,,,"Certified by the Mexican Board of Internal Medicine (2017-2022; 2022-2027). Verify at http://www.cmmi.org.mx/medicos_certificados_pop.html, https://conacem.org.mx/.","Universidad Autónoma de Nuevo León Specialist, Internal Medicine 2013 – 2017 Certified by the Mexican Board of Internal Medicine (2017-2022; 2022-2027). Verify at http://www.cmmi.org.mx/medicos_certificados_pop.html, https://conacem.org.mx/.",3
69189a32-cbc2-44c2-8dc3-b0a28233d05c,46f9fd7a-681a-433b-9b1b-b1b97419df7f,Universidad Autónoma de Nuevo León,Doctor of Medicine,,2005,2012,MD,"1. President/Founder, Internal Medicine Interest Group (IMIG) at the Autonomous University of Nuevo León Medical School. This IMIG was affiliated with the American College of Physicians (ACP). 2. Editor-in-Chief, Official Medical Student Newspaper of the Autonomous University of Nuevo León Medical School.",,"Universidad Autónoma de Nuevo León Doctor of Medicine 2005 – 2012 Grade: MD Activities and societies: 1. President/Founder, Internal Medicine Interest Group (IMIG) at the Autonomous University of Nuevo León Medical School. This IMIG was affiliated with the American College of Physicians (ACP). 2. Editor-in-Chief, Official Medical Student Newspaper of the Autonomous University of Nuevo León Medical School. Graduated with Honors.",4
4f247491-05be-4aa0-bf29-5860a5927066,64c97947-aec6-4706-9332-cfbb7267a75e,University of Calgary,"Bachelor of Health Science (Honours), Biomedical Sciences",,Sep 2024,Apr 2028,,,,"University of Calgary Bachelor of Health Science (Honours), Biomedical Sciences Sep 2024 – Apr 2028",0
64ea42aa-ca24-453f-a0f6-a929e81976e6,3db8ac6b-56a3-41ef-9a0b-8b96759725d9,University of Calgary,"Bachelor of Science - BSc (Honours), Neuroscience",,2022,2026,,"- AP Exams completed: Biology, AB Calculus, Physics 1 - Achieved Honour Roll consistently throughout high school - Played rugby on the Girls Rugby Team",,"University of Calgary Bachelor of Science - BSc (Honours), Neuroscience 2022 – 2026 All Saints High School High School Diploma Sep 2019 – Jun 2022 Activities and societies: - AP Exams completed: Biology, AB Calculus, Physics 1 - Achieved Honour Roll consistently throughout high school - Played rugby on the Girls Rugby Team",0
4e305c6a-73c4-47a4-a229-a877ca7860e7,25fa0ffc-7dff-42ae-b791-0fc9a8a27e41,University of Calgary,"Master's degree, Medical Sciences Specializing in Medical Imaging",,2025,2027,,,,"University of Calgary Master's degree, Medical Sciences Specializing in Medical Imaging 2025 – 2027",0
51b30d8d-37d5-4668-b66f-e2bf1f98c694,25fa0ffc-7dff-42ae-b791-0fc9a8a27e41,University of Calgary,"Bachelors, Biomedical Sciences",,2021,2025,,,,"University of Calgary Bachelors, Biomedical Sciences 2021 – 2025",1
b27b5894-91b5-4691-b98b-84f8ad11c6a1,25fa0ffc-7dff-42ae-b791-0fc9a8a27e41,"St. Francis High School Calgary, Alberta",High School Diploma,,2018,2021,,,,"St. Francis High School Calgary, Alberta High School Diploma 2018 – 2021",2
9b5b210d-f57b-4ed0-b679-3c4bcf1c8178,5fdef858-27ef-4a49-b205-6c34de4d5bac,University of Calgary,Doctor of Medicine - MD,,2025,2028,,,"Biological Sciences, Concentration in Genetics and Evolution (Honours)","University of Calgary Doctor of Medicine - MD 2025 – 2028 University of Calgary Biological Sciences, Concentration in Genetics and Evolution (Honours) 2021 – 2025",0
1f23c0b5-fe5d-4a44-8ffd-7ecd23789fa4,3ffdeca2-9b8b-40c9-aff0-dc5d23dcb88d,University of Calgary,"Bachelor of Health Science (Honours), Biomedical Sciences",,Sep 2024,Apr 2028,,,,"University of Calgary Bachelor of Health Science (Honours), Biomedical Sciences Sep 2024 – Apr 2028 Westmount Charter School High School Gifted Education Diploma Sep 2021 – Jun 2024",0
01aa6897-d320-41c9-ab2b-d209034f813f,cdc07aa4-1687-4320-a32e-6583764daa56,University of Calgary,"MD/PhD, Neuroscience",,Sep 2021,Present,,,Undergraduate student focused on neuroscience and surgical robotics,"University of Calgary MD/PhD, Neuroscience Sep 2021 – Present Joint MD/Ph.D. student in Neuroscience with a focus on biomedical engineering and neuron-chip interfacing University of Calgary Bachelor of Health Sciences (First Class Honours), Biomedical Sciences, General 2016 – 2020 Undergraduate student focused on neuroscience and surgical robotics",0
28d507d5-a6df-4af8-91ea-e261376aea0b,4b6a6f3b-a92f-49ff-9be4-a20d7a8cb0f4,McGill University,"Ph.D., Neurobiology",,1993,1999,,,,"McGill University Ph.D., Neurobiology 1993 – 1999",0
5b5ae218-2288-4ec0-87a8-24cc27e129dc,f30dfe97-2e8c-4e6c-9ec3-c1b1fa245f3c,University of Calgary,"Master of Science (MSc), Neuroscience",,Jan 2026,Present,,,,"University of Calgary Master of Science (MSc), Neuroscience Jan 2026 – Present",0
73320e7b-1310-42b8-93ec-4dc9340d7a3b,f30dfe97-2e8c-4e6c-9ec3-c1b1fa245f3c,University of Calgary,"Bachelor of Science Honours (BScH, First Class), Neuroscience & Minor in Nanoscience",,Sep 2016,Apr 2020,,"Neuroscience Students' Association, UofC nanoGroup, Nanoscience Class Representatives, & Art Club",• Honours thesis project: Effects of Aging on Mouse Primary Auditory Cortex Receptive Fields Analyzed Through 3D Rendering (2019-2020) – resulted in publication • Nanoscience thesis project: Synthesis of Fluorescent and Magnetic Bicontinuous Interfacially Jammed Emulsions (2018-2019) • Summer research project: Quantum Dot-Protein Interactions Through Dynamic Light Scattering Analysis (2018) … more,"University of Calgary Bachelor of Science Honours (BScH, First Class), Neuroscience & Minor in Nanoscience Sep 2016 – Apr 2020 Activities and societies: Neuroscience Students' Association, UofC nanoGroup, Nanoscience Class Representatives, & Art Club • Honours thesis project: Effects of Aging on Mouse Primary Auditory Cortex Receptive Fields Analyzed Through 3D Rendering (2019-2020) – resulted in publication • Nanoscience thesis project: Synthesis of Fluorescent and Magnetic Bicontinuous Interfa",1
5050ded5-b9ac-4ead-bf33-1ef6f803e048,f30dfe97-2e8c-4e6c-9ec3-c1b1fa245f3c,University of Ottawa,"Psychedelics, Drug Policy, and Consciousness Studies",,Sep 2020,Apr 2021,,,"Audited Courses: • SRS 5110 – Sacred Plant Medicines and Spirituality (University of Ottawa, Winter 2021) • SRS 5109 – Psychedelics, Politics, and Harm Reduction (University of Ottawa, Fall 2020) … more","University of Ottawa Psychedelics, Drug Policy, and Consciousness Studies Sep 2020 – Apr 2021 Audited Courses: • SRS 5110 – Sacred Plant Medicines and Spirituality (University of Ottawa, Winter 2021) • SRS 5109 – Psychedelics, Politics, and Harm Reduction (University of Ottawa, Fall 2020) … more",2
4d894118-587d-4d80-b8aa-c39eb6f92ec4,413e38f3-fde4-41ab-86d9-0bf48f4c5eec,The University of Lethbridge,"Bachelor of Science - BSc, Neuroscience",,2020,2024,,,,"The University of Lethbridge Bachelor of Science - BSc, Neuroscience 2020 – 2024 Nelson Mandela High School High School Diploma Sep 2017 – Jun 2020",0
94182cf6-4d66-41d4-be01-9b1ea1881fc5,31734037-6b81-4bc5-b485-650f05e4fe91,University of Calgary,,,2019,2024,,,,University of Calgary 2019 – 2024,0
53f47910-aaac-47a8-9231-114324e3e53d,abfaa604-a017-4d5e-9aec-ecb586b0ddd4,University of Calgary,"Bachelor's degree, Neuroscience",,Sep 2022,May 2026,4.0,,"Skills: Time Management, Tenacious Work Ethic, +3 skills","University of Calgary Bachelor's degree, Neuroscience Sep 2022 – May 2026 Grade: 4.0 My Bachelor of Science (Honours) in Neuroscience has equipped me with a deep understanding of the nervous system, bridging fundamental neurobiological concepts with practical research skills. This comprehensive program covered neuroanatomy, neurophysiology, and cognitive neuroscience, providing me with a strong foundation in how the brain and nervous system function at both molecular and behavioral levels. This ",0
2fe9a261-6929-4c57-a041-4b535da75f9f,04c0502c-e2fa-4de1-b7e4-1e471df6d292,University of Calgary,"Bachelor of Science - BS, Neuroscience",,Sep 2022,Apr 2026,,,,"University of Calgary Bachelor of Science - BS, Neuroscience Sep 2022 – Apr 2026",0
b526f1a9-fbfc-4141-8d4d-a9963a25afc9,227f9d77-1bcf-487a-82db-0b1b7e563d80,Addis Ababa University,"Specialty in Clinical Radiology, Clinical Radiology",,Mar 2021,Feb 2024,,,,"Addis Ababa University Specialty in Clinical Radiology, Clinical Radiology Mar 2021 – Feb 2024 Skills: Global Health, Radiology, +3 skills Addis Ababa University Doctor of Medicine - MD, Medicine Nov 2011 – Dec 2017",0
bc6da3b4-1488-4389-ac23-3ca11763bbe7,2c2e0c9d-4d45-42e1-a0a2-1d47225a64a5,University of Calgary,"Master of Science - MSc, Biomedical Engineering",,Sep 2024,Oct 2026,"cGPA: 4.00/4.00 (A+,A+,A+,A+)",,,"University of Calgary Master of Science - MSc, Biomedical Engineering Sep 2024 – Oct 2026 Grade: cGPA: 4.00/4.00 (A+,A+,A+,A+) Specialization in Medical Imaging",0
e53e06a4-e918-4773-889a-5634014c4c10,2c2e0c9d-4d45-42e1-a0a2-1d47225a64a5,The University of British Columbia,"Bachelor of Science - BSc, Honours in Computer Science and Minor in Mathematics",,Sep 2019,May 2024,cGPA = 90%,,"Dean's List 2022, 2023 Honours degree with a thesis on Computational Convex Analysis … more","The University of British Columbia Bachelor of Science - BSc, Honours in Computer Science and Minor in Mathematics Sep 2019 – May 2024 Grade: cGPA = 90% Dean's List 2022, 2023 Honours degree with a thesis on Computational Convex Analysis … more",1
6a2aaa87-48c5-4a71-9ace-0c7a69bd15f9,5113b5b0-63d8-40cf-ae2e-561c3cd83dff,Kent State University,"Doctor of Philosophy - PhD, Cognitive Science",,2009,2014,,,,"Kent State University Doctor of Philosophy - PhD, Cognitive Science 2009 – 2014",0
8c56d7c4-8408-4b14-9a53-e7e06d9a0032,465607d0-7eec-4fc1-9e85-f3ba7630de87,University of Calgary,"Master of Science - MS, Neuroscience",,2020,2022,,,"Skills: Cognitive Neuroscience, Clinical Neurophysiology","University of Calgary Master of Science - MS, Neuroscience 2020 – 2022 Thesis-based; project aimed at understanding the role of subgenual cingulate gyrus in emotional processing in patients struggling with depression. Skills: Cognitive Neuroscience, Clinical Neurophysiology",0
cd1134e4-b26c-4f99-be65-cf5f3e1fc844,465607d0-7eec-4fc1-9e85-f3ba7630de87,Mount Royal University,"Bachelor of Arts - BA with Honours, PSYCHOLOGY",,2014,2019,,,Played as a student-athlete on the MRU cougars women's volleyball team from 2014-2019 while maintaining a cumulative GPA of 3.77. Completed an Honour's thesis project involving the characterization and manipulation of locomotor behaviour in Helisoma trivolvis pond snail. … more,"Mount Royal University Bachelor of Arts - BA with Honours, PSYCHOLOGY 2014 – 2019 Played as a student-athlete on the MRU cougars women's volleyball team from 2014-2019 while maintaining a cumulative GPA of 3.77. Completed an Honour's thesis project involving the characterization and manipulation of locomotor behaviour in Helisoma trivolvis pond snail. … more",1
1706e54f-125b-4e97-8587-8f50909a0eae,e84862f3-28fc-48c4-bcef-3cee7d9ee6b1,University of Calgary,"Master of Science (M.Sc.), Neuroscience",,2015,2018,3.8,"Cellular and Molecular Biology Club, Chess Club and Squash","Bachelor of Science (B.Sc.), Cell/Cellular and Molecular Biology","University of Calgary Master of Science (M.Sc.), Neuroscience 2015 – 2018 Mount Royal University Bachelor of Science (B.Sc.), Cell/Cellular and Molecular Biology 2010 – 2015 Grade: 3.8 Activities and societies: Cellular and Molecular Biology Club, Chess Club and Squash",0
80f13b7b-0f12-4b02-b27f-c12523c10f49,2639593a-850c-4dcb-be8b-e338bccf7a2f,University of Calgary,"Master of Science, Bioengineering and Biomedical Engineering",,Dec 2025,Present,,,,"University of Calgary Master of Science, Bioengineering and Biomedical Engineering Dec 2025 – Present Specialization in Computational Neuroscience Start of the studies",0
d2605409-cafa-4c18-a161-f38b7c8897fb,2639593a-850c-4dcb-be8b-e338bccf7a2f,Amirkabir University of Technology - Tehran Polytechnic,"Bachelor of Science - BS, Biomedical/Medical Engineering",,Dec 2020,Mar 2025,,"Volleyball, filming, writing","Skills: LTSpice, C (Programming Language), +1 skill","Amirkabir University of Technology - Tehran Polytechnic Bachelor of Science - BS, Biomedical/Medical Engineering Dec 2020 – Mar 2025 Activities and societies: Volleyball, filming, writing Skills: LTSpice, C (Programming Language), +1 skill Final thesis My final thesis defence session Graduation day Graduation day 2 Show all 5 media",1
4fbd36a5-c8c7-4952-82f9-4706efe35b20,2639593a-850c-4dcb-be8b-e338bccf7a2f,Amirkabir University of Technology - Tehran Polytechnic,"Bachelor of Science - BS , Computer Science (minor)",,Sep 2022,Jun 2025,,,"Skills: Java, Python (Programming Language), +3 skills","Amirkabir University of Technology - Tehran Polytechnic Bachelor of Science - BS , Computer Science (minor) Sep 2022 – Jun 2025 An academic minor is a college or university student's declared secondary academic discipline during their undergraduate studies. Skills: Java, Python (Programming Language), +3 skills",2
06a1457f-bd14-49ac-9bc6-056e5dcd359f,2639593a-850c-4dcb-be8b-e338bccf7a2f,Amirkabir University of Technology - Tehran Polytechnic,"Bachelor of Science - BS, Computer Engineering (minor)",,Sep 2022,Mar 2025,,,An academic minor is a college or university student's declared secondary academic discipline during their undergraduate studies.,"Amirkabir University of Technology - Tehran Polytechnic Bachelor of Science - BS, Computer Engineering (minor) Sep 2022 – Mar 2025 An academic minor is a college or university student's declared secondary academic discipline during their undergraduate studies. Skills: Java",3
427cf408-68a1-4d0b-96ae-c7a30ea49b6c,2639593a-850c-4dcb-be8b-e338bccf7a2f,Allameh Tabataba'i High School,"High School Diploma, Mathematics",,Oct 2017,Jun 2020,19.46 (A),Volleyball,,"Allameh Tabataba'i High School High School Diploma, Mathematics Oct 2017 – Jun 2020 Grade: 19.46 (A) Activities and societies: Volleyball",4
17d69218-2e7a-4211-ab2d-5b8b60913a1a,424546a7-e6e0-4d5c-a779-f156323cf502,Algonquin College of Applied Arts and Technology,"Diploma, Office Administration - Executive",,,,,,Specialized in Industrial/ Organizational Psychology,"Algonquin College of Applied Arts and Technology Diploma, Office Administration - Executive University of Ottawa Honours Bachelor of Arts, Psychology Specialized in Industrial/ Organizational Psychology",0
0d06fe3b-9379-4f2a-84fa-6b5e4196db7d,2a2307e2-2c74-413f-9558-05450144be6f,University of Calgary,"Bachelor of Science with Honours - BSc (Hons.), Kinesiology and Exercise Science",,2021,2026,,"First Year Scholars, The Free Kicks Project, Fall Orientation, Students' Union, Scholars Academy","Supervisor: Dr. Ranita Manocha Thesis: ""Exploring the Effects of a Novel Walking Aid Skills App in Walking Aid Users: A Pilot Randomized Controlled Trial"" … more","University of Calgary Bachelor of Science with Honours - BSc (Hons.), Kinesiology and Exercise Science 2021 – 2026 Activities and societies: First Year Scholars, The Free Kicks Project, Fall Orientation, Students' Union, Scholars Academy Supervisor: Dr. Ranita Manocha Thesis: ""Exploring the Effects of a Novel Walking Aid Skills App in Walking Aid Users: A Pilot Randomized Controlled Trial"" … more Elbert Tom Fifteenth Cohort",0
ff15634b-01b0-4c12-b64c-5f13308ce5ef,eacaaf28-b5df-4564-9940-118d5279aa62,University of Calgary,Doctor of Medicine - MD,,2017,2020,,,,University of Calgary Doctor of Medicine - MD 2017 – 2020,0
e62d6c31-1543-40c2-87be-45037dfaf65d,eacaaf28-b5df-4564-9940-118d5279aa62,University of Calgary,"Bachelor of Health Science - BHSc (Honours), Health Services/Allied Health/Health Sciences, General",,2013,2017,,,,"University of Calgary Bachelor of Health Science - BHSc (Honours), Health Services/Allied Health/Health Sciences, General 2013 – 2017",1
1aca9440-a485-44ba-bd57-2c79e8978b09,eacaaf28-b5df-4564-9940-118d5279aa62,St Francis High School,High School/Secondary Diplomas and Certificates,,2010,2013,,,,St Francis High School High School/Secondary Diplomas and Certificates 2010 – 2013,2
7e7eb1df-ccf6-4c62-a4e6-c82dd17b806f,38acbe79-6c1d-44bb-9a7e-30d7a3ce2efc,University of Calgary,"Bachelor of Science - BSc (Honours), Neuroscience",,2023,2027,,,,"University of Calgary Bachelor of Science - BSc (Honours), Neuroscience 2023 – 2027 Skills: Wet Labs, Data Entry, +5 skills",0
6993ee1f-27d8-4be4-86d9-8012e1889f7f,38acbe79-6c1d-44bb-9a7e-30d7a3ce2efc,Henry Wise Wood High School,High School Diploma,,Sep 2020,Jun 2023,"10,11,12","Stem club, Debate, Model UN, Student Council, LINK Club, Peer Tutoring",,"Henry Wise Wood High School High School Diploma Sep 2020 – Jun 2023 Grade: 10,11,12 Activities and societies: Stem club, Debate, Model UN, Student Council, LINK Club, Peer Tutoring Skills: WHMIS",1
03fb0385-a5a3-4275-9ab0-649c12d76499,fce74dfc-f532-4650-8832-fc0e0a4485fb,University of Calgary,"Doctor of Philosophy (PhD), Neuroscience",,2013,2017,,,PhD candidate in basic science research lab. Our research interests include chronic pain and opioids. Lab Website: painandpoppies.com Techniques: -Western Blotting -Cell Culture -Behavioural Assays -Calcium Imaging -Flow Cytometry -Immunohistochemistry -RT-PCR -Immunoprecipitation … more,"University of Calgary Doctor of Philosophy (PhD), Neuroscience 2013 – 2017 PhD candidate in basic science research lab. Our research interests include chronic pain and opioids. Lab Website: painandpoppies.com Techniques: -Western Blotting -Cell Culture -Behavioural Assays -Calcium Imaging -Flow Cytometry -Immunohistochemistry -RT-PCR -Immunoprecipitation … more",0
bff8deb0-3c2d-4620-be7a-af795640be59,fce74dfc-f532-4650-8832-fc0e0a4485fb,University of Calgary,"Biochemistry Specialization, Neuroscience",,2012,2013,,Hotchkiss Brain Institute Trainee Organization Executive Committee,,"University of Calgary Biochemistry Specialization, Neuroscience 2012 – 2013 Activities and societies: Hotchkiss Brain Institute Trainee Organization Executive Committee",1
